short_name,overall,DifferenceFromMin,DifferenceFromMax,AverageOverall,RatingCategory
Alminho Boas,72,25,19,66.006,Average Rated
Flávio Rebeilo,72,25,19,66.006,Average Rated
Tony Muttinho,72,25,19,66.006,Average Rated
Jenaro Kaio,72,25,19,66.006,Average Rated
Édundo Oliveira,72,25,19,66.006,Average Rated
Igor Madinha,72,25,19,66.006,Average Rated
Timo Triano,72,25,19,66.006,Average Rated
Calegarcinho,72,25,19,66.006,Average Rated
Leordinho Paes,72,25,19,66.006,Average Rated
Alam Basteirinho,72,25,19,66.006,Average Rated
Fábio Melitinho,72,25,19,66.006,Average Rated
Dersan Dinis,72,25,19,66.006,Average Rated
Hélton Celanova,72,25,19,66.006,Average Rated
Gérson Noalha,72,25,19,66.006,Average Rated
Jadson Vidigal,72,25,19,66.006,Average Rated
Vicemte Tófoli,72,25,19,66.006,Average Rated
Leandro Vivenço,72,25,19,66.006,Average Rated
Hugo Rubiães,72,25,19,66.006,Average Rated
E. Akbaba,72,25,19,66.006,Average Rated
R. Manaj,72,25,19,66.006,Average Rated
José Machín,72,25,19,66.006,Average Rated
A. Luciatti,72,25,19,66.006,Average Rated
Á. Nagy,72,25,19,66.006,Average Rated
B. Cufré,72,25,19,66.006,Average Rated
João Nunes,72,25,19,66.006,Average Rated
J. Lucumí,72,25,19,66.006,Average Rated
Álvaro Tejero,72,25,19,66.006,Average Rated
S. Moore,72,25,19,66.006,Average Rated
D. Sallói,72,25,19,66.006,Average Rated
T. Fosu-Mensah,72,25,19,66.006,Average Rated
R. Morioka,72,25,19,66.006,Average Rated
Ko Seung Beom,72,25,19,66.006,Average Rated
D. Batallini,72,25,19,66.006,Average Rated
C. Tarragona,72,25,19,66.006,Average Rated
S. Colombatto,72,25,19,66.006,Average Rated
Mateus,72,25,19,66.006,Average Rated
M. Pereira Lage,72,25,19,66.006,Average Rated
P. Sabbag,72,25,19,66.006,Average Rated
M. Hartel,72,25,19,66.006,Average Rated
M. Köhlert,72,25,19,66.006,Average Rated
P. Tietz,72,25,19,66.006,Average Rated
R. Oudin,72,25,19,66.006,Average Rated
S. Diarra,72,25,19,66.006,Average Rated
R. McGree,72,25,19,66.006,Average Rated
F. Bjørkan,72,25,19,66.006,Average Rated
L. Sernicola,72,25,19,66.006,Average Rated
S. Van der Heyden,72,25,19,66.006,Average Rated
L. Abram,72,25,19,66.006,Average Rated
L. Travis,72,25,19,66.006,Average Rated
O. El Hajjam,72,25,19,66.006,Average Rated
D. Lamkel Zé,72,25,19,66.006,Average Rated
A. Reca,72,25,19,66.006,Average Rated
Y. Eteki,72,25,19,66.006,Average Rated
M. Leitsch,72,25,19,66.006,Average Rated
L. Amani,72,25,19,66.006,Average Rated
F. Stojković,72,25,19,66.006,Average Rated
Luis Pérez,72,25,19,66.006,Average Rated
Nani,73,26,18,66.006,Average Rated
P. Guerrero,73,26,18,66.006,Average Rated
M. Boselli,73,26,18,66.006,Average Rated
H. Rodallega,73,26,18,66.006,Average Rated
Zeca,73,26,18,66.006,Average Rated
J. Cork,73,26,18,66.006,Average Rated
J. Rodriguez,73,26,18,66.006,Average Rated
L. De Silvestri,73,26,18,66.006,Average Rated
L. Schøne,73,26,18,66.006,Average Rated
M. Mancosu,73,26,18,66.006,Average Rated
S. Kums,73,26,18,66.006,Average Rated
A. Ayew,73,26,18,66.006,Average Rated
M. Fellaini,73,26,18,66.006,Average Rated
K. Grosicki,73,26,18,66.006,Average Rated
Ki Sung Yueng,73,26,18,66.006,Average Rated
M. Hasebe,73,26,18,66.006,Average Rated
A. Ekdal,73,26,18,66.006,Average Rated
M. Sakho,73,26,18,66.006,Average Rated
M. Sissoko,73,26,18,66.006,Average Rated
Castro,73,26,18,66.006,Average Rated
C. Basham,73,26,18,66.006,Average Rated
I. Traoré,73,26,18,66.006,Average Rated
Vasco Fernandes,73,26,18,66.006,Average Rated
B. Espinosa,73,26,18,66.006,Average Rated
M. Suárez,73,26,18,66.006,Average Rated
R. Boudebouz,73,26,18,66.006,Average Rated
M. Abeid,73,26,18,66.006,Average Rated
B. Dost,73,26,18,66.006,Average Rated
S. Aziz,73,26,18,66.006,Average Rated
S. Rondón,73,26,18,66.006,Average Rated
Nélson Oliveira,73,26,18,66.006,Average Rated
K. Strootman,73,26,18,66.006,Average Rated
Cote,73,26,18,66.006,Average Rated
S. Blanco,73,26,18,66.006,Average Rated
M. Gulde,73,26,18,66.006,Average Rated
O. Elabdellaoui,73,26,18,66.006,Average Rated
J. Guðmundsson,73,26,18,66.006,Average Rated
P. Mortensen,73,26,18,66.006,Average Rated
M. Yoshida,73,26,18,66.006,Average Rated
A. Bertolacci,73,26,18,66.006,Average Rated
S. Duffy,73,26,18,66.006,Average Rated
A. Nyom,73,26,18,66.006,Average Rated
N. Viergever,73,26,18,66.006,Average Rated
G. Burgstaller,73,26,18,66.006,Average Rated
Villalibre,73,26,18,66.006,Average Rated
Osmar,73,26,18,66.006,Average Rated
A. Forshaw,73,26,18,66.006,Average Rated
J. Toornstra,73,26,18,66.006,Average Rated
T. Ream,73,26,18,66.006,Average Rated
Sergio León,73,26,18,66.006,Average Rated
G. Hanley,73,26,18,66.006,Average Rated
D. Appiah,73,26,18,66.006,Average Rated
Ilie Sánchez,73,26,18,66.006,Average Rated
E. Sviatchenko,73,26,18,66.006,Average Rated
M. Pérez,73,26,18,66.006,Average Rated
Arbilla,73,26,18,66.006,Average Rated
A. Soumaoro,73,26,18,66.006,Average Rated
Pulido,73,26,18,66.006,Average Rated
N. Chadli,73,26,18,66.006,Average Rated
Pedro Mendes,73,26,18,66.006,Average Rated
J. Lundstram,73,26,18,66.006,Average Rated
T. Ciğerci,73,26,18,66.006,Average Rated
Cédric,73,26,18,66.006,Average Rated
T. Šunjić,73,26,18,66.006,Average Rated
G. Ramírez,73,26,18,66.006,Average Rated
Juankar,73,26,18,66.006,Average Rated
L. Kurzawa,73,26,18,66.006,Average Rated
Kim Young Gwon,73,26,18,66.006,Average Rated
O. Omoijuanfo,73,26,18,66.006,Average Rated
A. Cornelius,73,26,18,66.006,Average Rated
S. Armstrong,73,26,18,66.006,Average Rated
G. Defrel,73,26,18,66.006,Average Rated
Lucas Piazón,73,26,18,66.006,Average Rated
D. Chará,73,26,18,66.006,Average Rated
L. Bittencourt,73,26,18,66.006,Average Rated
M. Elyounoussi,73,26,18,66.006,Average Rated
B. Zuculini,73,26,18,66.006,Average Rated
G. Hauche,73,26,18,66.006,Average Rated
K. Djidji,73,26,18,66.006,Average Rated
Eric Botteghin,73,26,18,66.006,Average Rated
P. Dummett,73,26,18,66.006,Average Rated
F. Lucioni,73,26,18,66.006,Average Rated
M. van Buren,73,26,18,66.006,Average Rated
Y. Yotún,73,26,18,66.006,Average Rated
M. Pereyra,73,26,18,66.006,Average Rated
C. Taylor,73,26,18,66.006,Average Rated
Iván Sánchez,73,26,18,66.006,Average Rated
Clerc,73,26,18,66.006,Average Rated
B. Mendy,73,26,18,66.006,Average Rated
F. Thauvin,73,26,18,66.006,Average Rated
I. Piris,73,26,18,66.006,Average Rated
O. Yokuşlu,73,26,18,66.006,Average Rated
R. Fredericks,73,26,18,66.006,Average Rated
K. Roofe,73,26,18,66.006,Average Rated
J. Kopic,73,26,18,66.006,Average Rated
S. Meïté,73,26,18,66.006,Average Rated
A. Lozano,73,26,18,66.006,Average Rated
C. Sánchez,73,26,18,66.006,Average Rated
V. Verre,73,26,18,66.006,Average Rated
G. Brugman,73,26,18,66.006,Average Rated
S. Denswil,73,26,18,66.006,Average Rated
E. Alioski,73,26,18,66.006,Average Rated
S. Dursun,73,26,18,66.006,Average Rated
Bigas,73,26,18,66.006,Average Rated
D. Cheryshev,73,26,18,66.006,Average Rated
M. Ishak,73,26,18,66.006,Average Rated
P. Rodríguez,73,26,18,66.006,Average Rated
E. Krafth,73,26,18,66.006,Average Rated
Roger Martí,73,26,18,66.006,Average Rated
R. Fraser,73,26,18,66.006,Average Rated
C. Hérelle,73,26,18,66.006,Average Rated
F. Holland,73,26,18,66.006,Average Rated
Óscar Plano,73,26,18,66.006,Average Rated
A. Grant,73,26,18,66.006,Average Rated
F. Mollet,73,26,18,66.006,Average Rated
B. Touré,73,26,18,66.006,Average Rated
T. Kędziora,73,26,18,66.006,Average Rated
Garry Rodrigues,73,26,18,66.006,Average Rated
A. Rusnák,73,26,18,66.006,Average Rated
N. Gießelmann,73,26,18,66.006,Average Rated
B. Engels,73,26,18,66.006,Average Rated
D. Lenihan,73,26,18,66.006,Average Rated
Frederico Venâncio,73,26,18,66.006,Average Rated
J. Gómez,73,26,18,66.006,Average Rated
T. Lawrence,73,26,18,66.006,Average Rated
R. Czichos,73,26,18,66.006,Average Rated
C. Højer,73,26,18,66.006,Average Rated
M. Grimes,73,26,18,66.006,Average Rated
L. Marković,73,26,18,66.006,Average Rated
M. Desler,73,26,18,66.006,Average Rated
N. Storm,73,26,18,66.006,Average Rated
J. Maclaren,73,26,18,66.006,Average Rated
C. Lenz,73,26,18,66.006,Average Rated
I. Sylla,73,26,18,66.006,Average Rated
R. Insigne,73,26,18,66.006,Average Rated
P. Onuachu,73,26,18,66.006,Average Rated
J. Souttar,73,26,18,66.006,Average Rated
D. Selke,73,26,18,66.006,Average Rated
J. Cabot,73,26,18,66.006,Average Rated
R. Healey,73,26,18,66.006,Average Rated
S. van Beek,73,26,18,66.006,Average Rated
F. Acheampong,73,26,18,66.006,Average Rated
B. Davies,73,26,18,66.006,Average Rated
Aderllan Santos,73,26,18,66.006,Average Rated
P. Dawidowicz,73,26,18,66.006,Average Rated
J. Osorio,73,26,18,66.006,Average Rated
G. Kamara,73,26,18,66.006,Average Rated
J. Rothwell,73,26,18,66.006,Average Rated
J. Castelletto,73,26,18,66.006,Average Rated
E. Sobol,73,26,18,66.006,Average Rated
Aketxe,73,26,18,66.006,Average Rated
R. Pérez,73,26,18,66.006,Average Rated
R. Loaiza,73,26,18,66.006,Average Rated
F. Rasmussen,73,26,18,66.006,Average Rated
Gumbau,73,26,18,66.006,Average Rated
F. Pizzini,73,26,18,66.006,Average Rated
B. Bianchi,73,26,18,66.006,Average Rated
L. Menossi,73,26,18,66.006,Average Rated
L. Lollo,73,26,18,66.006,Average Rated
M. Cauteruccio,73,26,18,66.006,Average Rated
Rúben Vezo,73,26,18,66.006,Average Rated
B. Chardonnet,73,26,18,66.006,Average Rated
D. Türüç,73,26,18,66.006,Average Rated
E. Fernandes,73,26,18,66.006,Average Rated
M. Miazga,73,26,18,66.006,Average Rated
C. Brunner,73,26,18,66.006,Average Rated
A. Jahanbakhsh,73,26,18,66.006,Average Rated
R. Delgado,73,26,18,66.006,Average Rated
A. Ademi,73,26,18,66.006,Average Rated
D. Antolić,73,26,18,66.006,Average Rated
R. Ortiz,73,26,18,66.006,Average Rated
Gonçalo Paciência,73,26,18,66.006,Average Rated
K. Moore,73,26,18,66.006,Average Rated
Carlos Mané,73,26,18,66.006,Average Rated
L. Lerager,73,26,18,66.006,Average Rated
Henrique,73,26,18,66.006,Average Rated
R. Martínez,73,26,18,66.006,Average Rated
T. Bakayoko,73,26,18,66.006,Average Rated
N. Camacho,73,26,18,66.006,Average Rated
E. Ponce,73,26,18,66.006,Average Rated
J. Aholou,73,26,18,66.006,Average Rated
N. Eliasson,73,26,18,66.006,Average Rated
U. Saltnes,73,26,18,66.006,Average Rated
Carlos Fernández,73,26,18,66.006,Average Rated
E. Gómez,73,26,18,66.006,Average Rated
D. Kownacki,73,26,18,66.006,Average Rated
J. Stacey,73,26,18,66.006,Average Rated
L. Mazzitelli,73,26,18,66.006,Average Rated
M. Veljković,73,26,18,66.006,Average Rated
Mariano,73,26,18,66.006,Average Rated
C. Gruezo,73,26,18,66.006,Average Rated
M. Normann,73,26,18,66.006,Average Rated
M. Saliakas,73,26,18,66.006,Average Rated
F. Fydriszewski,73,26,18,66.006,Average Rated
I. Success,73,26,18,66.006,Average Rated
Petros,73,26,18,66.006,Average Rated
F. Noguera,73,26,18,66.006,Average Rated
K. Piątek,73,26,18,66.006,Average Rated
A. Pešić,73,26,18,66.006,Average Rated
Mata,73,26,18,66.006,Average Rated
L. Paqarada,73,26,18,66.006,Average Rated
T. Baumgartl,73,26,18,66.006,Average Rated
J. Cabrera,73,26,18,66.006,Average Rated
M. Wittek,73,26,18,66.006,Average Rated
O. Aina,73,26,18,66.006,Average Rated
J. Dilrosun,73,26,18,66.006,Average Rated
J. Dompé,73,26,18,66.006,Average Rated
J. Hendry,73,26,18,66.006,Average Rated
A. Ibargüen,73,26,18,66.006,Average Rated
A. Masina,73,26,18,66.006,Average Rated
B. Sheaf,73,26,18,66.006,Average Rated
S. McKenna,73,26,18,66.006,Average Rated
G. Martínez,73,26,18,66.006,Average Rated
S. Hakšabanović,73,26,18,66.006,Average Rated
H. Hajradinović,73,26,18,66.006,Average Rated
I. Hagi,73,26,18,66.006,Average Rated
J. Jankto,73,26,18,66.006,Average Rated
D. Barbona,73,26,18,66.006,Average Rated
J. Larsen,73,26,18,66.006,Average Rated
Fábio Abreu,73,26,18,66.006,Average Rated
B. Romero,73,26,18,66.006,Average Rated
D. Viera,73,26,18,66.006,Average Rated
J. Siebatcheu,73,26,18,66.006,Average Rated
A. Canelo,73,26,18,66.006,Average Rated
B. Ramselaar,73,26,18,66.006,Average Rated
S. Adegbenro,73,26,18,66.006,Average Rated
M. Mehlem,73,26,18,66.006,Average Rated
R. Lod,73,26,18,66.006,Average Rated
O. Abildgaard,73,26,18,66.006,Average Rated
M. Udol,73,26,18,66.006,Average Rated
L. de la Torre,73,26,18,66.006,Average Rated
Lazo,73,26,18,66.006,Average Rated
D. Fry,73,26,18,66.006,Average Rated
H. Souttar,73,26,18,66.006,Average Rated
F. Centonze,73,26,18,66.006,Average Rated
F. Maouassa,73,26,18,66.006,Average Rated
Otávio Cairinho,73,26,18,66.006,Average Rated
Lúcio Anselmão,73,26,18,66.006,Average Rated
Caio Chissano,73,26,18,66.006,Average Rated
Paulson Junqueira,73,26,18,66.006,Average Rated
Juliano Mascarinhas,73,26,18,66.006,Average Rated
Nicolás Formido,73,26,18,66.006,Average Rated
Guto Costinho,73,26,18,66.006,Average Rated
Michel Cruceiro,73,26,18,66.006,Average Rated
Emu Teixeira,73,26,18,66.006,Average Rated
Jonas Damasto,73,26,18,66.006,Average Rated
Jeffmeirson,73,26,18,66.006,Average Rated
Tramontinaldo,73,26,18,66.006,Average Rated
Neviano Neves,73,26,18,66.006,Average Rated
Silvosinho,73,26,18,66.006,Average Rated
Pavelinho Serra,73,26,18,66.006,Average Rated
Enaldo Toxeto,73,26,18,66.006,Average Rated
Fabrio Farinha,73,26,18,66.006,Average Rated
Sandelas Júnior,73,26,18,66.006,Average Rated
Darinho Carioca,73,26,18,66.006,Average Rated
Luis Couprins,73,26,18,66.006,Average Rated
Nuno Lisareda,73,26,18,66.006,Average Rated
Claudinho Vair,73,26,18,66.006,Average Rated
Marlon Nideiro,73,26,18,66.006,Average Rated
Fabri Arnoia,73,26,18,66.006,Average Rated
Cryzan,73,26,18,66.006,Average Rated
G. Pezzella,73,26,18,66.006,Average Rated
J. Makengo,73,26,18,66.006,Average Rated
T. Kadewere,73,26,18,66.006,Average Rated
S. Godwin,73,26,18,66.006,Average Rated
Pedro Pereira,73,26,18,66.006,Average Rated
F. Krovinović,73,26,18,66.006,Average Rated
J. Aribo,73,26,18,66.006,Average Rated
Juninho,73,26,18,66.006,Average Rated
S. Hefti,73,26,18,66.006,Average Rated
Jamiro Monteiro,73,26,18,66.006,Average Rated
K. Amian,73,26,18,66.006,Average Rated
M. Cafaro,73,26,18,66.006,Average Rated
Diogo Gonçalves,73,26,18,66.006,Average Rated
F. Bandinelli,73,26,18,66.006,Average Rated
J. Dasilva,73,26,18,66.006,Average Rated
A. Tuanzebe,73,26,18,66.006,Average Rated
L. Kelly,73,26,18,66.006,Average Rated
R. Del Castillo,73,26,18,66.006,Average Rated
D. Cataño,73,26,18,66.006,Average Rated
R. Pierre-Gabriel,73,26,18,66.006,Average Rated
A. Ömür,73,26,18,66.006,Average Rated
A. Šporar,73,26,18,66.006,Average Rated
Y. Karamoh,73,26,18,66.006,Average Rated
Y. Yazıcı,73,26,18,66.006,Average Rated
Toni Lato,73,26,18,66.006,Average Rated
F. Moufi,73,26,18,66.006,Average Rated
D. Zabala,73,26,18,66.006,Average Rated
C. Itten,73,26,18,66.006,Average Rated
M. Mohammadi,73,26,18,66.006,Average Rated
M. Villanueva,73,26,18,66.006,Average Rated
J. Glesnes,73,26,18,66.006,Average Rated
F. Gaibor,73,26,18,66.006,Average Rated
A. Ndiaye,73,26,18,66.006,Average Rated
A. Castro-Montes,73,26,18,66.006,Average Rated
Vágner Corraldo,73,26,18,66.006,Average Rated
D. Turnbull,73,26,18,66.006,Average Rated
C. Eiting,73,26,18,66.006,Average Rated
J. Odgaard,73,26,18,66.006,Average Rated
Jair Amador,73,26,18,66.006,Average Rated
Salvi Sánchez,73,26,18,66.006,Average Rated
J. Rasmussen,73,26,18,66.006,Average Rated
D. Vanzeir,73,26,18,66.006,Average Rated
A. Sedlar,73,26,18,66.006,Average Rated
Q. Laçi,73,26,18,66.006,Average Rated
D. Liénard,73,26,18,66.006,Average Rated
Q. Merlin,73,26,18,66.006,Average Rated
S. Lynen,73,26,18,66.006,Average Rated
Antonio Blanco,73,26,18,66.006,Average Rated
E. Fernández,73,26,18,66.006,Average Rated
B. Meijer,73,26,18,66.006,Average Rated
André Franco,73,26,18,66.006,Average Rated
E. Sahiti,73,26,18,66.006,Average Rated
J. Pešek,73,26,18,66.006,Average Rated
R. Lavia,73,26,18,66.006,Average Rated
Miguel Maga,73,26,18,66.006,Average Rated
O. Dabbagh,73,26,18,66.006,Average Rated
A. Ezzalzouli,73,26,18,66.006,Average Rated
Y. Sor,73,26,18,66.006,Average Rated
D. Jurásek,73,26,18,66.006,Average Rated
Y. Attiat-Allah,73,26,18,66.006,Average Rated
Alexsandro Ribeiro,73,26,18,66.006,Average Rated
D. Douděra,73,26,18,66.006,Average Rated
L. Díaz,73,26,18,66.006,Average Rated
Duk,73,26,18,66.006,Average Rated
R. Lewis,73,26,18,66.006,Average Rated
A. Vlkanova,73,26,18,66.006,Average Rated
R. Durosinmi,73,26,18,66.006,Average Rated
O. Gloukh,73,26,18,66.006,Average Rated
J. Maja,73,26,18,66.006,Average Rated
J. Mosquera,73,26,18,66.006,Average Rated
A. Trusty,73,26,18,66.006,Average Rated
G. Kvilitaia,73,26,18,66.006,Average Rated
Enzo Merques,73,26,18,66.006,Average Rated
Nildo Reisão,73,26,18,66.006,Average Rated
O. Atzili,73,26,18,66.006,Average Rated
S. Peña,73,26,18,66.006,Average Rated
G. Arteaga,73,26,18,66.006,Average Rated
J. Sýkora,73,26,18,66.006,Average Rated
C. Stengs,73,26,18,66.006,Average Rated
F. Ugrinic,73,26,18,66.006,Average Rated
G. Rojas,73,26,18,66.006,Average Rated
Kike Pérez,73,26,18,66.006,Average Rated
G. Gudmundsson,73,26,18,66.006,Average Rated
B. Vazquez,73,26,18,66.006,Average Rated
M. Aebischer,73,26,18,66.006,Average Rated
Bruno Wilson,73,26,18,66.006,Average Rated
O. Zubkov,73,26,18,66.006,Average Rated
O. Karavaev,73,26,18,66.006,Average Rated
J. Gressel,73,26,18,66.006,Average Rated
F. Román,73,26,18,66.006,Average Rated
Paik Seung Ho,73,26,18,66.006,Average Rated
G. Togni,73,26,18,66.006,Average Rated
Jorge Cuenca,73,26,18,66.006,Average Rated
P. Förster,73,26,18,66.006,Average Rated
M. Djenepo,73,26,18,66.006,Average Rated
V. van Crooij,73,26,18,66.006,Average Rated
J. Elliott,73,26,18,66.006,Average Rated
N. Bustos,73,26,18,66.006,Average Rated
A. Sigurðsson,73,26,18,66.006,Average Rated
E. Copetti,73,26,18,66.006,Average Rated
G. Kalulu,73,26,18,66.006,Average Rated
E. Mašović,73,26,18,66.006,Average Rated
I. Chair,73,26,18,66.006,Average Rated
L. Østigård,73,26,18,66.006,Average Rated
J. Larsen,73,26,18,66.006,Average Rated
Wilson Manafá,73,26,18,66.006,Average Rated
Jadson,73,26,18,66.006,Average Rated
U. Bozok,73,26,18,66.006,Average Rated
C. Antwi-Adjei,73,26,18,66.006,Average Rated
A. Karazor,73,26,18,66.006,Average Rated
R. Schallenberg,73,26,18,66.006,Average Rated
C. Zimmermann,73,26,18,66.006,Average Rated
P. Struijk,73,26,18,66.006,Average Rated
F. Onyeka,73,26,18,66.006,Average Rated
P. Mazzocchi,73,26,18,66.006,Average Rated
R. Schmid,73,26,18,66.006,Average Rated
M. Boadu,73,26,18,66.006,Average Rated
M. Aarons,73,26,18,66.006,Average Rated
T. Augello,73,26,18,66.006,Average Rated
M. Ristić,73,26,18,66.006,Average Rated
M. Gabbia,73,26,18,66.006,Average Rated
S. Moutoussamy,73,26,18,66.006,Average Rated
T. Okou,73,26,18,66.006,Average Rated
Y. Atal,73,26,18,66.006,Average Rated
N. Phillips,73,26,18,66.006,Average Rated
M. Payero,73,26,18,66.006,Average Rated
D. Vavro,73,26,18,66.006,Average Rated
F. Garcés,73,26,18,66.006,Average Rated
M. Carabajal,73,26,18,66.006,Average Rated
I. Ganago,73,26,18,66.006,Average Rated
Junior Firpo,73,26,18,66.006,Average Rated
Álex Centelles,73,26,18,66.006,Average Rated
Rogério,73,26,18,66.006,Average Rated
B. Barišić,73,26,18,66.006,Average Rated
Manu Vallejo,73,26,18,66.006,Average Rated
Manu Morlanes,73,26,18,66.006,Average Rated
C. Führich,73,26,18,66.006,Average Rated
F. Moyano,73,26,18,66.006,Average Rated
J. Sargent,73,26,18,66.006,Average Rated
O. Solbakken,73,26,18,66.006,Average Rated
H. Evjen,73,26,18,66.006,Average Rated
J. Campuzano,73,26,18,66.006,Average Rated
G. Magnani,73,26,18,66.006,Average Rated
André Silva,73,26,18,66.006,Average Rated
Pejiño,73,26,18,66.006,Average Rated
J. Vagnoman,73,26,18,66.006,Average Rated
J. Carbonero,73,26,18,66.006,Average Rated
K. Thorstvedt,73,26,18,66.006,Average Rated
I. Louza,73,26,18,66.006,Average Rated
J. Clarke,73,26,18,66.006,Average Rated
L. Ramazani,73,26,18,66.006,Average Rated
J. Ekkelenkamp,73,26,18,66.006,Average Rated
L. Perrin,73,26,18,66.006,Average Rated
A. Gholizadeh,73,26,18,66.006,Average Rated
Y. Adli,73,26,18,66.006,Average Rated
J. Anthony,73,26,18,66.006,Average Rated
Enric Gallego,73,26,18,66.006,Average Rated
Hong Hyeon Seok,73,26,18,66.006,Average Rated
Corpas,73,26,18,66.006,Average Rated
L. Lapoussin,73,26,18,66.006,Average Rated
Fernando,73,26,18,66.006,Average Rated
M. Camara,73,26,18,66.006,Average Rated
Pol Lozano,73,26,18,66.006,Average Rated
J. Cajuste,73,26,18,66.006,Average Rated
H. Magnetti,73,26,18,66.006,Average Rated
J. Bogle,73,26,18,66.006,Average Rated
Felipe Silva,73,26,18,66.006,Average Rated
T. Chorý,73,26,18,66.006,Average Rated
Y. Magnin,73,26,18,66.006,Average Rated
M. Bauer,73,26,18,66.006,Average Rated
J. Paradela,73,26,18,66.006,Average Rated
I. Traoré,73,26,18,66.006,Average Rated
Óscar Gil,73,26,18,66.006,Average Rated
Valery,73,26,18,66.006,Average Rated
M. Bidstrup,73,26,18,66.006,Average Rated
Y. Verschaeren,73,26,18,66.006,Average Rated
C. Ngonge,73,26,18,66.006,Average Rated
O. Sahraoui,73,26,18,66.006,Average Rated
G. Velázquez,73,26,18,66.006,Average Rated
F. González Metilli,73,26,18,66.006,Average Rated
Um Won Sang,73,26,18,66.006,Average Rated
B. Kouyaté,73,26,18,66.006,Average Rated
R. Bellanova,73,26,18,66.006,Average Rated
Marcos Antonio,73,26,18,66.006,Average Rated
M. Karbownik,73,26,18,66.006,Average Rated
H. López Muñoz,73,26,18,66.006,Average Rated
A. Llinás,73,26,18,66.006,Average Rated
A. Yakubu,73,26,18,66.006,Average Rated
A. Stiller,73,26,18,66.006,Average Rated
J. Zirkzee,73,26,18,66.006,Average Rated
N. Vallys,73,26,18,66.006,Average Rated
Gregore,73,26,18,66.006,Average Rated
M. De Cuyper,73,26,18,66.006,Average Rated
M. Elia,73,26,18,66.006,Average Rated
J. Cáceres,73,26,18,66.006,Average Rated
Douglas Augusto,73,26,18,66.006,Average Rated
C. Summerville,73,26,18,66.006,Average Rated
F. Daniliuc,73,26,18,66.006,Average Rated
K. Piątkowski,73,26,18,66.006,Average Rated
A. Vranckx,73,26,18,66.006,Average Rated
N. Colombo,73,26,18,66.006,Average Rated
Fábio Silva,73,26,18,66.006,Average Rated
João Pedro,73,26,18,66.006,Average Rated
A. Ueda,73,26,18,66.006,Average Rated
I. Jakobs,73,26,18,66.006,Average Rated
H. Ekdal,73,26,18,66.006,Average Rated
T. Nianzou,73,26,18,66.006,Average Rated
J. Hernández,73,26,18,66.006,Average Rated
M. Brunori,73,26,18,66.006,Average Rated
I. Kaboré,73,26,18,66.006,Average Rated
I. Jones,73,26,18,66.006,Average Rated
J. Okumu,73,26,18,66.006,Average Rated
A. Tosin,73,26,18,66.006,Average Rated
G. Kyriakopoulos,73,26,18,66.006,Average Rated
A. Martínez,73,26,18,66.006,Average Rated
M. Viña,73,26,18,66.006,Average Rated
Talles Magno,73,26,18,66.006,Average Rated
Francés,73,26,18,66.006,Average Rated
L. Thomas,73,26,18,66.006,Average Rated
Leonardo,73,26,18,66.006,Average Rated
F. Chafaï,73,26,18,66.006,Average Rated
E. Martínez,73,26,18,66.006,Average Rated
E. Kara,73,26,18,66.006,Average Rated
D. Zima,73,26,18,66.006,Average Rated
L. Samardžić,73,26,18,66.006,Average Rated
F. Torres,73,26,18,66.006,Average Rated
C. Alcaraz,73,26,18,66.006,Average Rated
S. Simón,73,26,18,66.006,Average Rated
A. Molinas,73,26,18,66.006,Average Rated
L. Netz,73,26,18,66.006,Average Rated
L. Ugochukwu,73,26,18,66.006,Average Rated
J. Le Douaron,73,26,18,66.006,Average Rated
M. Balikwisha,73,26,18,66.006,Average Rated
L. Gourna-Douath,73,26,18,66.006,Average Rated
A. Dedić,73,26,18,66.006,Average Rated
A. Elanga,73,26,18,66.006,Average Rated
E. Matazo,73,26,18,66.006,Average Rated
Zarraga,73,26,18,66.006,Average Rated
J. Lepenant,73,26,18,66.006,Average Rated
I. Zabarnyi,73,26,18,66.006,Average Rated
João Victor,73,26,18,66.006,Average Rated
C. Archer,73,26,18,66.006,Average Rated
Aimar Oroz,73,26,18,66.006,Average Rated
M. Hilgers,73,26,18,66.006,Average Rated
D. Lopy,73,26,18,66.006,Average Rated
M. Vitík,73,26,18,66.006,Average Rated
E. Zeballos,73,26,18,66.006,Average Rated
S. Adingra,73,26,18,66.006,Average Rated
G. Benavídez,73,26,18,66.006,Average Rated
B. Dieng,73,26,18,66.006,Average Rated
Pedrinho,74,27,17,66.006,Average Rated
M. Sarr,74,27,17,66.006,Average Rated
G. Til,74,27,17,66.006,Average Rated
E. Ampadu,74,27,17,66.006,Average Rated
A. Pinamonti,74,27,17,66.006,Average Rated
Mario González,74,27,17,66.006,Average Rated
Jorge Praceira,74,27,17,66.006,Average Rated
Douglas Armeira,74,27,17,66.006,Average Rated
Roberto Soira,74,27,17,66.006,Average Rated
D. Brašanac,74,27,17,66.006,Average Rated
C. Zesiger,74,27,17,66.006,Average Rated
A. Nordin,74,27,17,66.006,Average Rated
R. Glatzel,74,27,17,66.006,Average Rated
J. Tanganga,74,27,17,66.006,Average Rated
M. Siopis,74,27,17,66.006,Average Rated
Z. Youssouf,74,27,17,66.006,Average Rated
A. Dreyer,74,27,17,66.006,Average Rated
J. Torunarigha,74,27,17,66.006,Average Rated
S. Birindelli,74,27,17,66.006,Average Rated
